aco_num,aco_name,qualscore,qualperfshare,n_ab,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A27119,"Accountable Care Coalition of Northwest Florida, LLC",100.0,50.0,9988,1998,3698,2286,893,5235,3640,7303,1283,104.0,17.0,13.0,155,156.0714286,716.0714286,10413.62521,4068.358826,4257.606471,995.121383499999,1092.53852899999,0,1,1,0,0,36,40,21,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A65307,"Accountable Care Coalition of Caldwell County, LLC",100.0,50.0,5915,1249,2260,1284,451,3145,2099,4945,246,11.0,9.0,3.0,30,122.3980017,794.3380516,9360.310367,5252.467711,3598.683887,501.497814699999,7.66095369099999,0,0,0,0,0,37,37,15,0,1,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A99401,"Accountable Care Organization of the North Country, LLC",100.0,50.0,5879,873,2091,1514,707,2942,2243,5067,12,17.0,1.0,26.0,62,155.8603491,781.7955112,8746.715389,4916.601611,3121.13611799999,694.826011099999,14.1516485299999,0,0,0,0,0,12,0,2,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A92107,Central Maine ACO,100.0,50.0,16695,4097,5010,3840,1615,8354,6208,14269,69,29.0,21.0,11.0,163,137.9215794,746.9152728,8029.034321,3313.362947,3107.89289899999,967.4977555,640.2807199,2,1,3,0,11,154,368,63,1,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A18256,"Accountable Care Coalition of Southeast Wisconsin, LLC",100.0,50.0,11701,3830,2571,1805,1179,5226,4159,4994,3192,390.0,570.0,49.0,190,206.779661,750.3489531,10691.4722299999,5125.481589,3717.480383,1014.402924,834.107329599999,0,5,0,0,0,130,368,50,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A70756,"Accountable Care Coalition of Coastal Georgia, LLC",100.0,50.0,10475,1596,4138,2244,989,4837,4130,6487,2283,53.0,19.0,5.0,120,135.9938009,726.4626114,10882.7729999999,5224.032115,5059.018798,586.868413899999,12.85366889,0,0,0,0,0,36,50,7,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A51059,"Physicians Collaborative Trust of the Mississippi Gulf Coast, LLC",100.0,50.0,6590,1084,2358,1339,455,2906,2330,4380,706,76.0,10.0,8.0,56,156.8228106,692.9735234,9307.70739399999,3878.799765,4381.839576,1019.219455,27.84859776,0,0,0,0,0,16,21,10,2,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A20167,North Country ACO,100.0,50.0,7322,1254,2393,1714,843,3356,2848,6100,18,8.0,5.0,3.0,70,117.9898034,792.425346,7955.50538299999,304.1383298,2521.65533199999,466.2022633,4663.509458,0,11,0,0,0,35,20,15,1,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A55129,"Oakwood Accountable Care Organization, LLC",100.0,50.0,17150,3624,5393,3703,2020,8695,6045,12733,1366,192.0,128.0,15.0,306,187.1227364,773.138833,10474.5727,5361.820356,4403.17929199999,700.569740499999,9.00330590099999,0,0,0,0,8,183,474,65,2,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A30913,"Accountable Care Partners, LLC",100.0,50.0,6616,1155,2771,1456,512,3460,2434,4494,1148,83.0,27.0,6.0,136,146.4365256,800.1113586,11511.8632199999,5015.701326,5943.12630799999,542.9169574,10.11863224,0,0,0,0,0,39,8,9,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A09897,"Accountable Care Coalition of The Tri-Counties, LLC",100.0,50.0,18155,3016,8115,4100,1348,9543,7036,13423,2701,131.0,28.0,7.0,289,146.1176997,784.5155516,11708.95418,5424.962322,5207.128541,1057.659141,19.20417644,0,0,0,0,0,72,79,39,1,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A67345,"WellStar Health Network, LLC",100.0,50.0,45732,6549,18502,10281,3829,21999,17162,33501,4602,274.0,218.0,25.0,541,145.8526628,720.9129709,9683.84314099999,3071.03560599999,5791.51445799999,814.638440199999,6.65463668,0,0,0,0,8,233,1090,212,12,7,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A88776,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF WESTERN MD LLC,100.0,50.0,6041,775,2405,1606,644,2974,2456,5342,32,7.0,1.0,1.0,47,137.0449679,789.4361171,8561.243144,4199.773057,3652.27258399999,681.396961499999,27.80054214,0,0,0,0,0,20,1,10,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A47438,MARYLAND ACCOUNTABLE CARE ORGANIZATION OF EASTERN SHORE LLC,100.0,50.0,6443,581,2882,1739,692,3428,2466,5138,644,6.0,2.0,1.0,103,112.4828532,773.6625514,9550.694444,4116.84027799999,4841.31944399999,569.965277799999,22.56944444,0,0,0,0,0,38,4,8,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A64629,"Florida Medical Clinic ACO, LLC",100.0,50.0,11916,1835,4908,2924,982,6105,4544,9820,399,72.0,174.0,7.0,177,139.703346,791.3073474,12472.95809,4599.099683,7219.994818,623.7450612,30.11853099,0,0,0,0,0,60,124,31,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A39855,"Accountable Care Coalition of Eastern North Carolina, LLC",100.0,50.0,10205,1885,3984,2290,751,4896,4014,6946,1839,23.0,17.0,5.0,80,139.9480069,787.694974,10001.1358299999,5460.982395,3618.746932,889.6418293,31.76467191,0,0,0,0,0,30,7,7,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A18428,"Accountable Care Coalition of Greater Athens Georgia, LLC",100.0,50.0,9393,998,2763,1510,603,3278,2596,5288,501,18.0,10.0,2.0,55,146.1877757,736.6099559,9566.577642,4328.35382899999,4718.04654699999,504.505033299999,15.67223315,0,0,0,0,0,21,3,6,1,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A82596,"Accountable Care Coalition of Mount Kisco, LLC",100.0,50.0,16326,1637,6450,4239,1756,7939,6143,13299,244,70.0,80.0,4.0,385,128.115016,822.3642173,10003.03277,2964.298279,6471.146264,563.948903999999,3.639319205,0,0,0,0,0,65,244,29,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A16226,St. Thomas Medical Group PLLC,100.0,50.0,5839,604,2388,1599,590,3000,2181,4607,488,15.0,3.0,2.0,66,130.6990882,727.9635258,8656.941269,3286.41678899999,4581.879184,778.777363,9.86793414799999,0,0,0,0,0,15,23,1,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A38110,"Medical Practitioners for Affordable Care, LLC",100.0,50.0,17974,2748,6496,4612,1931,8756,7031,14127,1143,140.0,103.0,18.0,256,177.4884053,781.4841242,13294.9253599999,5902.505366,6476.85526599999,902.259581499999,13.30515001,0,0,0,0,0,59,89,16,1,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A80026,"North Bend Medical Center, Inc.",100.0,50.0,9845,1555,3843,2384,950,4718,4014,8456,17,34.0,23.0,94.0,108,125.4901961,737.6906318,8282.13462599999,4648.42503399999,2296.19998799999,1062.348561,275.1610425,0,0,2,0,0,41,64,12,0,1,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A61297,"Harbor Medical Associates, PC",100.0,50.0,9953,935,4269,2770,1073,5405,3642,8839,50,11.0,5.0,1.0,141,127.482679,811.5473441,9990.52275,3515.290276,5320.95973599999,1152.020719,2.25201977999999,0,0,0,0,0,37,50,8,0,0,2013,,,-1.0,1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
